file_path,file_category,current_role,status,correctness_status,content_freshness,dead_or_misleading_content,action_recommendation,notes
history/revisions/2026-03-29-goal-3-gemini3-rereview/project_snapshot/lowering.py,history,historical_record,historical,historical record; not a live correctness surface by itself,time-stamped or archived snapshot; freshness acceptable if treated as archival,acceptable if clearly archival; misleading only if surfaced as live,retain as record; do not present as live spec,classified archival from path
history/revisions/2026-03-29-goal-3-gemini3-rereview/project_snapshot/plan.json,history,historical_record,historical,historical record; not a live correctness surface by itself,time-stamped or archived snapshot; freshness acceptable if treated as archival,acceptable if clearly archival; misleading only if surfaced as live,retain as record; do not present as live spec,classified archival from path
history/revisions/2026-03-29-goal-3-gemini3-rereview/project_snapshot/rayjoin_datasets.md,history,historical_record,historical,historical record; not a live correctness surface by itself,time-stamped or archived snapshot; freshness acceptable if treated as archival,acceptable if clearly archival; misleading only if surfaced as live,retain as record; do not present as live spec,classified archival from path
history/revisions/2026-03-29-goal-3-gemini3-rereview/project_snapshot/reference.py,history,historical_record,historical,historical record; not a live correctness surface by itself,time-stamped or archived snapshot; freshness acceptable if treated as archival,acceptable if clearly archival; misleading only if surfaced as live,retain as record; do not present as live spec,classified archival from path
history/revisions/2026-03-29-goal-3-gemini3-rereview/project_snapshot/rtdsl_py_test.py,history,historical_record,historical,historical record; not a live correctness surface by itself,time-stamped or archived snapshot; freshness acceptable if treated as archival,acceptable if clearly archival; misleading only if surfaced as live,retain as record; do not present as live spec,classified archival from path
history/revisions/2026-03-29-goal-3-gemini3-rereview/reports/Goal_3_Spec_2026-03-29_Codex.md,history,historical_record,historical,historical record; not a live correctness surface by itself,time-stamped or archived snapshot; freshness acceptable if treated as archival,acceptable if clearly archival; misleading only if surfaced as live,retain as record; do not present as live spec,classified archival from path
history/revisions/2026-03-29-goal-3-gemini3-rereview/reports/Iteration_1_PreReview_Report_2026-03-29_Codex.md,history,historical_record,historical,historical record; not a live correctness surface by itself,time-stamped or archived snapshot; freshness acceptable if treated as archival,acceptable if clearly archival; misleading only if surfaced as live,retain as record; do not present as live spec,classified archival from path
history/revisions/2026-03-29-goal-3-gemini3-rereview/reports/Iteration_1_Response_2026-03-29_Codex.md,history,historical_record,historical,historical record; not a live correctness surface by itself,time-stamped or archived snapshot; freshness acceptable if treated as archival,acceptable if clearly archival; misleading only if surfaced as live,retain as record; do not present as live spec,classified archival from path
history/revisions/2026-03-29-goal-3-gemini3-rereview/reports/Iteration_2_Response_2026-03-29_Codex.md,history,historical_record,historical,historical record; not a live correctness surface by itself,time-stamped or archived snapshot; freshness acceptable if treated as archival,acceptable if clearly archival; misleading only if surfaced as live,retain as record; do not present as live spec,classified archival from path
history/revisions/2026-03-29-goal-3-gemini3-rereview/reports/Iteration_3_Response_2026-03-29_Codex.md,history,historical_record,historical,historical record; not a live correctness surface by itself,time-stamped or archived snapshot; freshness acceptable if treated as archival,acceptable if clearly archival; misleading only if surfaced as live,retain as record; do not present as live spec,classified archival from path
history/revisions/2026-03-29-goal-3-gemini3-rereview/reports/Iteration_4_Final_Consensus_2026-03-29_Codex.md,history,historical_record,historical,historical record; not a live correctness surface by itself,time-stamped or archived snapshot; freshness acceptable if treated as archival,acceptable if clearly archival; misleading only if surfaced as live,retain as record; do not present as live spec,classified archival from path
history/revisions/2026-03-29-goal-4-language-docs-authoring/external_reports/Iteration_1_PreImplementation_Review_2026-03-29_Gemini.md,history,historical_record,historical,historical record; not a live correctness surface by itself,time-stamped or archived snapshot; freshness acceptable if treated as archival,acceptable if clearly archival; misleading only if surfaced as live,retain as record; do not present as live spec,classified archival from path
